mean_predicted,observed_rate
0.24309391546659337,0.022222222222222223
0.31314034658917433,0.01888888888888889
0.3560450753791464,0.02666666666666667
0.3926604662113664,0.025555555555555557
0.42714199391112556,0.01888888888888889
0.46121710045989095,0.027777777777777776
0.5001147174744321,0.03
0.5454456385847954,0.042222222222222223
0.6060167237465433,0.04111111111111111
0.7249076923231372,0.1
